-0.5780  	0.37585  	0.09047  	-1.5572  	-0.8645  	-0.9998  	-0.0333  	0.21057  	0.27723  	-0.0835  	0.80976  	0.07405  	-0.1277  	0.19788  	-0.3059  	0.60024  	-0.1461  	-0.6003  	-0.3341  	-0.9737  	-0.1756  	0.21392  	0.11252  	-0.0100  	0.43943  	-0.2182  	0.60392  	-1.1174  	0.24692  	0.32053  	0.03359  	-0.1938  	-0.0717  	0.14417  	0.07675  	-0.2190  	0.61229  	0.22047  	-0.5720  	0.22721  	0.26752  	-0.1234  	0.00530  	0.17793  	-0.1557  	-0.0501  	-0.0712  	0.15748  	0.12043  	-0.0716  	0.01647  	-0.0375  	-0.0606  	0.00594  	-0.0335  	-0.0318  	-0.0120  	-0.0117  	-0.0182  	-0.0503  	-0.0123  	0.06325  	-0.0512  	-0.0060  	-0.1094  	0.09925  	0.06774  	0.00452  	-0.0047  	0.51257  	
-0.5778  	0.37565  	0.09035  	-1.5573  	-0.8644  	-0.9997  	-0.0333  	0.21064  	0.27717  	-0.0840  	0.80955  	0.07396  	-0.1276  	0.19833  	-0.3051  	0.60019  	-0.1462  	-0.6002  	-0.3341  	-0.9739  	-0.1752  	0.21407  	0.11264  	-0.0097  	0.43930  	-0.2183  	0.60419  	-1.1179  	0.24648  	0.32050  	0.03372  	-0.1938  	-0.0717  	0.14409  	0.07708  	-0.2192  	0.61277  	0.22047  	-0.5724  	0.22725  	0.26759  	-0.1234  	0.00523  	0.17788  	-0.1557  	-0.0501  	-0.0712  	0.15742  	0.12045  	-0.0716  	0.01638  	-0.0375  	-0.0606  	0.00596  	-0.0335  	-0.0318  	-0.0120  	-0.0117  	-0.0182  	-0.0503  	-0.0124  	0.06332  	-0.0511  	-0.0060  	-0.1094  	0.09925  	0.06774  	0.00452  	-0.0047  	0.51257  	
-0.5771  	0.37568  	0.09137  	-1.5566  	-0.8639  	-0.9990  	-0.0332  	0.21126  	0.27734  	-0.0832  	0.80908  	0.07440  	-0.1273  	0.19873  	-0.3057  	0.60073  	-0.1464  	-0.6002  	-0.3338  	-0.9738  	-0.1757  	0.21421  	0.11250  	-0.0100  	0.43916  	-0.2183  	0.60407  	-1.1177  	0.24703  	0.32061  	0.03357  	-0.1936  	-0.0716  	0.14423  	0.07649  	-0.2188  	0.61237  	0.22050  	-0.5717  	0.22731  	0.26756  	-0.1234  	0.00544  	0.17808  	-0.1556  	-0.0501  	-0.0713  	0.15758  	0.12055  	-0.0717  	0.01637  	-0.0376  	-0.0605  	0.00593  	-0.0335  	-0.0319  	-0.0120  	-0.0117  	-0.0182  	-0.0503  	-0.0124  	0.06329  	-0.0511  	-0.0061  	-0.1094  	0.09925  	0.06774  	0.00452  	-0.0047  	0.51257  	
-0.5779  	0.37583  	0.09019  	-1.5572  	-0.8641  	-1.0001  	-0.0334  	0.21035  	0.27703  	-0.0834  	0.80945  	0.07437  	-0.1279  	0.19808  	-0.3058  	0.60015  	-0.1460  	-0.6004  	-0.3342  	-0.9742  	-0.1762  	0.21400  	0.11224  	-0.0100  	0.43921  	-0.2182  	0.60372  	-1.1178  	0.24678  	0.32054  	0.03382  	-0.1938  	-0.0717  	0.14418  	0.07687  	-0.2189  	0.61216  	0.22040  	-0.5720  	0.22715  	0.26785  	-0.1235  	0.00524  	0.17789  	-0.1558  	-0.0501  	-0.0713  	0.15750  	0.12046  	-0.0716  	0.01644  	-0.0375  	-0.0605  	0.00597  	-0.0336  	-0.0319  	-0.0120  	-0.0118  	-0.0181  	-0.0503  	-0.0123  	0.06328  	-0.0512  	-0.0060  	-0.1094  	0.09925  	0.06774  	0.00452  	-0.0047  	0.51257  	
-0.5786  	0.37356  	0.08765  	-1.5543  	-0.8579  	-1.0035  	-0.0319  	0.20742  	0.27754  	-0.0808  	0.80947  	0.07789  	-0.1258  	0.19809  	-0.3156  	0.60261  	-0.1483  	-0.5968  	-0.3369  	-0.9650  	-0.1802  	0.21154  	0.10598  	-0.0136  	0.43991  	-0.2175  	0.59780  	-1.1098  	0.25380  	0.31909  	0.03338  	-0.1951  	-0.0666  	0.14450  	0.07347  	-0.2170  	0.61048  	0.21975  	-0.5693  	0.22433  	0.27201  	-0.1238  	0.00795  	0.17608  	-0.1557  	-0.0499  	-0.0703  	0.15796  	0.12095  	-0.0716  	0.01594  	-0.0374  	-0.0614  	0.00596  	-0.0334  	-0.0320  	-0.0124  	-0.0118  	-0.0188  	-0.0507  	-0.0124  	0.06304  	-0.0515  	-0.0055  	-0.1094  	0.09925  	0.06774  	0.00452  	-0.0047  	0.51257  	
-0.7307  	0.35329  	0.00661  	-1.6225  	-0.8282  	-1.1220  	-0.0425  	0.12845  	0.22445  	-0.0243  	0.79352  	0.06077  	-0.1442  	0.12382  	-0.4420  	0.55018  	-0.1746  	-0.4910  	-0.3588  	-0.8841  	-0.2905  	0.16480  	0.01447  	-0.1070  	0.45098  	-0.2057  	0.47235  	-0.9093  	0.41540  	0.30030  	0.03253  	-0.2339  	-0.0526  	0.14613  	0.00155  	-0.1714  	0.47702  	0.17246  	-0.5257  	0.27515  	0.32893  	-0.1321  	0.00795  	0.16725  	-0.1552  	-0.0495  	-0.0617  	0.15481  	0.11670  	-0.0670  	0.03603  	-0.0395  	-0.0626  	-0.0041  	-0.0343  	-0.0368  	-0.0074  	-0.0111  	-0.0111  	-0.0581  	-0.0155  	0.06015  	-0.0489  	-0.0076  	-0.1094  	0.09925  	0.06774  	0.00452  	-0.0047  	0.51257  	
-0.9168  	0.24274  	-0.0999  	-1.6820  	-0.8259  	-1.1870  	-0.0400  	0.01399  	0.17093  	0.00844  	0.77648  	0.03529  	-0.2116  	-0.0157  	-0.4886  	0.46607  	-0.1825  	-0.4463  	-0.3445  	-0.8749  	-0.4463  	0.15455  	-0.0179  	-0.1243  	0.46997  	-0.1958  	0.44347  	-0.8494  	0.50349  	0.31646  	0.04972  	-0.2341  	-0.0910  	0.14443  	-0.0424  	-0.0993  	0.41774  	0.15667  	-0.5311  	0.29674  	0.34106  	-0.1287  	-0.0074  	0.18693  	-0.1480  	-0.0574  	-0.0594  	0.14021  	0.11233  	-0.0802  	0.02416  	-0.0413  	-0.0643  	-0.0049  	-0.0341  	-0.0457  	0.00375  	-0.0126  	-0.0158  	-0.0556  	-0.0191  	0.05464  	-0.0451  	-0.0056  	-0.1094  	0.09925  	0.06774  	0.00452  	-0.0047  	0.51257  	
-0.9308  	0.23762  	-0.1205  	-1.7085  	-0.8335  	-1.2005  	-0.0436  	-0.0215  	0.15135  	0.08011  	0.81171  	0.03480  	-0.2290  	-0.0335  	-0.5838  	0.51196  	-0.2098  	-0.4429  	-0.3295  	-0.8595  	-0.4612  	0.17134  	-0.0284  	-0.1337  	0.48012  	-0.1966  	0.44262  	-0.8302  	0.49602  	0.31898  	0.04505  	-0.2313  	-0.0899  	0.15521  	-0.0443  	-0.0418  	0.42433  	0.14371  	-0.5319  	0.29972  	0.33641  	-0.1321  	-0.0098  	0.18842  	-0.1427  	-0.0576  	-0.0623  	0.14993  	0.11433  	-0.0769  	0.02818  	-0.0413  	-0.0630  	-0.0002  	-0.0316  	-0.0444  	0.00059  	-0.0104  	-0.0139  	-0.0553  	-0.0188  	0.05043  	-0.0489  	-0.0075  	-0.1094  	0.09925  	0.06774  	0.00452  	-0.0047  	0.51257  	
-0.9411  	0.21909  	-0.0570  	-1.7563  	-0.8715  	-1.2604  	-0.0617  	-0.0419  	0.16150  	0.15981  	0.88975  	0.05039  	-0.2507  	-0.1246  	-0.7828  	0.61575  	-0.2222  	-0.4339  	-0.3068  	-0.7884  	-0.5454  	0.13188  	-0.0626  	-0.1419  	0.49057  	-0.2114  	0.38861  	-0.7838  	0.50360  	0.32695  	0.03038  	-0.2215  	-0.0946  	0.15947  	-0.0479  	0.01088  	0.42095  	0.13632  	-0.5216  	0.30573  	0.34583  	-0.1355  	0.00439  	0.17537  	-0.1523  	-0.0502  	-0.0678  	0.16150  	0.11948  	-0.0798  	0.03850  	-0.0423  	-0.0631  	-0.0024  	-0.0280  	-0.0466  	0.00249  	-0.0097  	-0.0142  	-0.0551  	-0.0215  	0.05174  	-0.0456  	-0.0069  	-0.1094  	0.09925  	0.06774  	0.00452  	-0.0047  	0.51257  	
-0.9800  	0.21748  	-0.0860  	-1.8949  	-0.9156  	-1.3324  	-0.0505  	-0.0849  	0.15272  	0.23375  	0.86627  	0.05005  	-0.2335  	-0.1638  	-0.8665  	0.60076  	-0.2226  	-0.3965  	-0.3322  	-0.7202  	-0.6835  	0.09977  	-0.1115  	-0.2122  	0.48018  	-0.1903  	0.29698  	-0.6768  	0.59977  	0.31869  	0.05314  	-0.2376  	-0.0851  	0.16373  	-0.1265  	0.03808  	0.31085  	0.11763  	-0.4679  	0.34857  	0.38417  	-0.1281  	0.02529  	0.17195  	-0.1599  	-0.0543  	-0.0640  	0.16016  	0.12693  	-0.0739  	0.04039  	-0.0441  	-0.0636  	-0.0032  	-0.0265  	-0.0523  	0.00596  	-0.0113  	-0.0190  	-0.0597  	-0.0195  	0.05944  	-0.0396  	-0.0051  	-0.1094  	0.09925  	0.06774  	0.00452  	-0.0047  	0.51257  	
